Year-Month,Category,Region,Segment,Sales,Profit,Orders,Avg_Discount,Avg_Days_to_Ship
2014-12,Office Supplies,South,Consumer,1073.844,173.429,16,0.16875,4.0625
2014-12,Office Supplies,South,Corporate,54.701,24.5207,5,0.18,5.0
2014-12,Office Supplies,South,Home Office,203.03,14.693699999999998,3,0.2333333333333333,3.0
2014-12,Office Supplies,West,Consumer,3782.204,-77.09979999999996,31,0.10967741935483871,4.032258064516129
2014-12,Office Supplies,West,Corporate,3780.6409999999996,189.3678,16,0.18125,3.8125
2014-12,Office Supplies,West,Home Office,935.4459999999999,292.1779,9,0.022222222222222223,4.0
2014-12,Technology,Central,Consumer,1419.8799999999999,288.217,8,0.15000000000000002,4.375
2014-12,Technology,Central,Corporate,1050.618,155.0014,5,0.16,2.8
2014-12,Technology,East,Consumer,9423.712,2657.5013,7,0.17142857142857146,4.285714285714286
2014-12,Technology,East,Corporate,753.192,-0.747799999999998,6,0.23333333333333336,3.6666666666666665
2014-12,Technology,East,Home Office,1801.77,769.9848,2,0.0,5.0
2014-12,Technology,South,Consumer,443.74800000000005,-0.9898000000000007,3,0.13333333333333333,4.666666666666667
2014-12,Technology,South,Corporate,503.95,185.093,2,0.0,7.0
2014-12,Technology,West,Consumer,1020.464,143.05270000000002,6,0.20000000000000004,3.6666666666666665
2014-12,Technology,West,Corporate,1922.864,458.9802,5,0.2,3.4
2014-12,Technology,West,Home Office,2552.994,251.262,6,0.13333333333333333,2.8333333333333335
2015-01,Furniture,Central,Consumer,1707.4796,-442.7172,4,0.22999999999999998,4.5
2015-01,Furniture,Central,Home Office,254.744,-312.0614,1,0.6,7.0
2015-01,Furniture,East,Consumer,1200.0900000000001,-427.9006,2,0.35,3.5
2015-01,Furniture,East,Corporate,452.45,-244.323,1,0.5,7.0
2015-01,Furniture,South,Consumer,4297.644,-1862.3124,1,0.4,3.0
2015-01,Furniture,South,Corporate,192.22,69.1992,1,0.0,5.0
2015-01,Furniture,West,Consumer,3573.73,212.84359999999998,4,0.05,4.25
2015-01,Furniture,West,Home Office,61.584,-6.9282,1,0.2,5.0
2015-01,Office Supplies,Central,Consumer,67.28,28.171400000000002,4,0.1,5.0
2015-01,Office Supplies,Central,Corporate,82.608,39.102,3,0.06666666666666667,5.666666666666667
2015-01,Office Supplies,East,Corporate,711.476,196.1968,10,0.06000000000000001,4.4
2015-01,Office Supplies,South,Consumer,453.03,141.08769999999998,5,0.04,4.4
2015-01,Office Supplies,South,Corporate,9.82,4.8118,1,0.0,2.0
2015-01,Office Supplies,South,Home Office,13.12,2.132,1,0.2,4.0
2015-01,Office Supplies,West,Consumer,70.008,24.5028,1,0.2,4.0
2015-01,Office Supplies,West,Corporate,214.258,91.9446,3,0.3,6.0
2015-01,Office Supplies,West,Home Office,187.18,61.9478,4,0.05,4.5
2015-01,Technology,Central,Consumer,398.4,84.66,1,0.2,5.0
2015-01,Technology,East,Consumer,587.346,-137.04739999999998,2,0.4,2.0
2015-01,Technology,East,Corporate,1719.632,-1020.3137999999999,7,0.38571428571428573,5.857142857142857
2015-01,Technology,West,Consumer,1919.976,215.9973,1,0.2,7.0
2015-02,Furniture,Central,Consumer,28.4,11.076,1,0.0,2.0
2015-02,Furniture,Central,Corporate,40.784,-30.588,1,0.6,2.0
2015-02,Furniture,East,Consumer,1552.74,348.789,2,0.0,7.0
2015-02,Furniture,East,Corporate,584.802,-13.077,2,0.2,3.5
2015-02,Furniture,South,Consumer,551.264,15.566400000000002,2,0.2,4.0
2015-02,Furniture,West,Consumer,239.464,22.0524,2,0.2,6.5
2015-02,Furniture,West,Corporate,136.92,41.076,1,0.0,1.0
2015-02,Office Supplies,Central,Consumer,694.7959999999999,-122.9317,5,0.2,4.6
2015-02,Office Supplies,Central,Corporate,40.096,13.5324,1,0.2,2.0
2015-02,Office Supplies,Central,Home Office,79.36,20.6336,1,0.0,2.0
2015-02,Office Supplies,East,Consumer,2918.334,1355.8899000000001,9,0.19999999999999998,5.111111111111111
2015-02,Office Supplies,East,Corporate,133.571,22.686500000000002,4,0.275,2.5
2015-02,Office Supplies,East,Home Office,37.775999999999996,10.5336,2,0.1,5.0
2015-02,Office Supplies,South,Consumer,74.52,35.0244,1,0.0,4.0
2015-02,Office Supplies,South,Corporate,500.73999999999995,168.9805,4,0.0,3.0
2015-02,Office Supplies,West,Consumer,862.21,299.6876,9,0.044444444444444446,3.6666666666666665
2015-02,Office Supplies,West,Corporate,26.664,10.065000000000001,3,0.06666666666666667,4.333333333333333
2015-02,Technology,Central,Consumer,648.45,145.3812,3,0.13333333333333333,4.333333333333333
2015-02,Technology,Central,Corporate,995.7,293.8705,4,0.05,4.0
2015-02,Technology,East,Consumer,1129.93,80.7057,4,0.25,5.5
2015-02,Technology,East,Corporate,105.98,1.0598,1,0.0,3.0
2015-02,Technology,South,Consumer,29.99,2.999,1,0.0,5.0
2015-02,Technology,West,Consumer,538.92,80.838,1,0.0,2.0
2015-03,Furniture,Central,Consumer,1859.434,337.8036,5,0.18,4.4
2015-03,Furniture,Central,Corporate,1250.3784,-43.9506,2,0.45999999999999996,4.0
2015-03,Furniture,Central,Home Office,1109.2676000000001,-213.5994,3,0.30666666666666664,3.3333333333333335
2015-03,Furniture,East,Consumer,383.607,63.9345,1,0.1,0.0
2015-03,Furniture,East,Corporate,132.94,-12.5528,2,0.25,2.0
2015-03,Furniture,South,Corporate,37.288,5.3018,2,0.2,5.0
2015-03,Furniture,South,Home Office,1166.92,131.2785,1,0.2,2.0
2015-03,Furniture,West,Consumer,1556.6299999999999,355.1585,5,0.0,3.0
2015-03,Furniture,West,Corporate,3760.4219999999996,636.9576,5,0.04,4.0
2015-03,Furniture,West,Home Office,1242.896,194.7256,2,0.1,5.0
2015-03,Office Supplies,Central,Consumer,510.118,-519.7605,12,0.46666666666666673,4.083333333333333
2015-03,Office Supplies,Central,Corporate,229.06400000000002,75.2949,4,0.15000000000000002,4.0
2015-03,Office Supplies,Central,Home Office,177.624,77.35579999999999,3,0.06666666666666667,4.333333333333333
2015-03,Office Supplies,East,Consumer,1386.128,445.1318,10,0.08,3.4
2015-03,Office Supplies,East,Corporate,2489.86,729.9795,10,0.11000000000000001,3.0
2015-03,Office Supplies,East,Home Office,117.24,54.477199999999996,3,0.0,3.3333333333333335
2015-03,Office Supplies,South,Consumer,8480.391,3696.5395999999996,17,0.11176470588235293,4.117647058823529
2015-03,Office Supplies,South,Corporate,109.592,32.1684,4,0.15000000000000002,5.25
2015-03,Office Supplies,West,Consumer,578.222,202.1865,12,0.03333333333333333,3.8333333333333335
2015-03,Office Supplies,West,Corporate,1804.308,614.475,7,0.028571428571428574,3.4285714285714284
2015-03,Technology,Central,Consumer,844.182,237.6648,4,0.1,4.0
2015-03,Technology,Central,Corporate,750.2,100.60549999999999,4,0.2,3.0
2015-03,Technology,East,Consumer,16.776,5.0328,1,0.2,4.0
2015-03,Technology,East,Corporate,777.37,-35.24540000000001,5,0.12000000000000002,4.0
2015-03,Technology,East,Home Office,707.82,223.24530000000001,2,0.0,3.0
2015-03,Technology,South,Consumer,447.944,89.5888,1,0.2,0.0
2015-03,Technology,South,Corporate,79.96,27.986,1,0.2,4.0
2015-03,Technology,West,Consumer,1355.4579999999999,424.89689999999996,4,0.1,3.5
2015-03,Technology,West,Corporate,4910.636,1755.7297,5,0.12000000000000002,3.0
2015-03,Technology,West,Home Office,453.576,39.6879,1,0.2,6.0
2015-04,Furniture,Central,Consumer,1453.982,-168.1379,6,0.19999999999999998,4.0
2015-04,Furniture,Central,Corporate,56.686,-20.245,1,0.3,4.0
2015-04,Furniture,Central,Home Office,213.115,-15.2225,1,0.3,5.0
2015-04,Furniture,East,Consumer,1267.53,316.8825,1,0.0,6.0
2015-04,Furniture,East,Corporate,192.944,30.2682,4,0.025,4.25
2015-04,Furniture,East,Home Office,1015.5699999999999,-254.728,4,0.225,4.75
2015-04,Furniture,South,Consumer,3364.3395,167.4104,9,0.1388888888888889,5.111111111111111
2015-04,Furniture,South,Corporate,595.38,297.69,1,0.0,5.0
2015-04,Furniture,West,Consumer,1322.3120000000001,-126.7091,3,0.20000000000000004,5.0
2015-04,Furniture,West,Corporate,993.84,111.4416,3,0.13333333333333333,5.666666666666667
2015-04,Office Supplies,Central,Consumer,2579.72,-1544.2578999999998,22,0.3409090909090909,4.363636363636363
2015-04,Office Supplies,Central,Corporate,112.72000000000001,-10.086400000000001,6,0.5,4.166666666666667
2015-04,Office Supplies,Central,Home Office,3999.7019999999998,1947.981,2,0.05,3.0
2015-04,Office Supplies,East,Consumer,1191.19,421.148,11,0.03636363636363637,4.363636363636363
2015-04,Office Supplies,East,Corporate,139.478,-35.2047,7,0.24285714285714285,4.857142857142857
2015-04,Office Supplies,East,Home Office,977.3439999999999,123.8426,11,0.17272727272727273,4.545454545454546
2015-04,Office Supplies,South,Consumer,153.8,12.7822,5,0.12000000000000002,4.6
2015-04,Office Supplies,South,Corporate,170.75400000000002,-109.4948,2,0.35,5.0
2015-04,Office Supplies,West,Consumer,1780.1820000000002,509.1329,10,0.04,3.3
2015-04,Office Supplies,West,Corporate,268.478,91.057,7,0.08571428571428573,5.285714285714286
2015-04,Office Supplies,West,Home Office,1185.1899999999998,70.4597,7,0.1142857142857143,3.0
2015-04,Technology,Central,Consumer,2841.9700000000003,763.1449,9,0.15555555555555556,3.3333333333333335
2015-04,Technology,Central,Corporate,384.16,38.8846,3,0.20000000000000004,4.0
2015-04,Technology,East,Consumer,2609.6200000000003,475.13449999999995,5,0.08,4.4
2015-04,Technology,East,Corporate,328.282,30.944199999999995,2,0.2,4.5
2015-04,Technology,East,Home Office,56.838,-13.0147,2,0.4,5.0
2015-04,Technology,South,Consumer,1146.09,321.2274,3,0.0,3.3333333333333335
2015-04,Technology,South,Corporate,287.97,77.7519,1,0.0,5.0
2015-04,Technology,West,Consumer,2915.67,617.2909000000001,9,0.13333333333333336,4.222222222222222
2015-04,Technology,West,Corporate,590.3520000000001,60.1227,3,0.20000000000000004,5.666666666666667
2015-05,Furniture,Central,Consumer,3771.041,537.4495000000001,7,0.2571428571428571,3.4285714285714284
2015-05,Furniture,Central,Corporate,73.848,-70.7872,2,0.6,3.0
2015-05,Furniture,Central,Home Office,75.33,19.5858,1,0.0,4.0
2015-05,Furniture,East,Consumer,1051.32,15.3048,3,0.13333333333333333,6.0
2015-05,Furniture,East,Corporate,402.058,-73.11779999999999,5,0.13999999999999999,3.4
2015-05,Furniture,East,Home Office,22.2,9.102,1,0.0,7.0
2015-05,Furniture,South,Consumer,163.136,20.392,1,0.2,4.0
2015-05,Furniture,South,Corporate,63.552,14.2992,1,0.2,4.0
2015-05,Furniture,West,Consumer,1427.1,148.5796,2,0.0,4.5
2015-05,Furniture,West,Corporate,1452.7875,151.5779,4,0.1375,5.0
2015-05,Furniture,West,Home Office,872.578,128.1989,3,0.06666666666666667,4.0
2015-05,Office Supplies,Central,Consumer,228.63400000000001,8.663,6,0.3333333333333333,4.5
2015-05,Office Supplies,Central,Corporate,419.846,56.64169999999999,9,0.3111111111111111,4.555555555555555
2015-05,Office Supplies,Central,Home Office,1123.454,131.5718,6,0.21666666666666667,2.1666666666666665
2015-05,Office Supplies,East,Consumer,1589.466,347.5512,18,0.06666666666666668,4.833333333333333
2015-05,Office Supplies,East,Corporate,473.026,139.8218,6,0.18333333333333335,4.0
2015-05,Office Supplies,East,Home Office,701.048,160.6379,10,0.26,2.7
2015-05,Office Supplies,South,Consumer,111.17,41.1725,4,0.22499999999999998,3.25
2015-05,Office Supplies,South,Corporate,418.71000000000004,111.9837,4,0.1,4.5
2015-05,Office Supplies,South,Home Office,184.224,64.1744,3,0.20000000000000004,3.0
2015-05,Office Supplies,West,Consumer,3561.0640000000003,552.4852,21,0.10952380952380954,4.666666666666667
2015-05,Office Supplies,West,Corporate,282.616,109.9276,5,0.04,2.8
2015-05,Office Supplies,West,Home Office,20.478,6.983099999999999,2,0.1,4.5
2015-05,Technology,Central,Consumer,1396.662,95.5782,3,0.20000000000000004,3.6666666666666665
2015-05,Technology,Central,Corporate,1312.704,168.5481,3,0.20000000000000004,4.0
2015-05,Technology,Central,Home Office,222.384,16.6788,1,0.2,5.0
2015-05,Technology,East,Consumer,3242.306,1034.2376,5,0.08,4.0
2015-05,Technology,South,Corporate,467.04,58.38,1,0.2,3.0
2015-05,Technology,South,Home Office,575.872,118.8496,3,0.13333333333333333,2.3333333333333335
2015-05,Technology,West,Consumer,4337.28,532.3041,5,0.16,4.0
2015-05,Technology,West,Corporate,88.752,11.094,1,0.2,6.0
2015-06,Furniture,Central,Consumer,272.75600000000003,-46.107,2,0.44999999999999996,3.5
2015-06,Furniture,Central,Home Office,796.425,-525.6405,1,0.5,3.0
2015-06,Furniture,East,Consumer,181.282,7.3985,3,0.16666666666666666,4.666666666666667
2015-06,Furniture,East,Corporate,2005.578,-207.5112,2,0.3,5.0
2015-06,Furniture,East,Home Office,86.352,17.1024,2,0.1,4.0
2015-06,Furniture,South,Consumer,422.94,110.1636,3,0.0,5.0
2015-06,Furniture,South,Corporate,2016.356,-64.27189999999999,5,0.16,2.8
2015-06,Furniture,West,Consumer,977.73,128.3708,5,0.08,4.2
2015-06,Furniture,West,Corporate,879.4,147.1116,2,0.1,4.5
2015-06,Furniture,West,Home Office,75.36,20.724,1,0.2,5.0
2015-06,Office Supplies,Central,Consumer,698.1899999999999,-156.83819999999997,9,0.2666666666666667,3.6666666666666665
2015-06,Office Supplies,Central,Corporate,58.528000000000006,8.787199999999999,3,0.3333333333333333,4.0
2015-06,Office Supplies,Central,Home Office,259.272,11.627499999999998,3,0.3333333333333333,4.333333333333333
2015-06,Office Supplies,East,Consumer,4349.7480000000005,1626.2244,6,0.13333333333333333,4.5
2015-06,Office Supplies,East,Corporate,15.552,5.4432,1,0.2,5.0
2015-06,Office Supplies,East,Home Office,282.532,40.6618,11,0.19090909090909092,4.181818181818182
2015-06,Office Supplies,South,Consumer,947.76,163.5482,11,0.12727272727272726,5.363636363636363
2015-06,Office Supplies,South,Corporate,2797.245,181.03060000000002,19,0.25263157894736843,3.4210526315789473
2015-06,Office Supplies,South,Home Office,373.40999999999997,153.7726,3,0.0,4.666666666666667
2015-06,Office Supplies,West,Consumer,814.682,155.8399,13,0.06153846153846154,3.8461538461538463
2015-06,Office Supplies,West,Corporate,13.424,4.6246,2,0.2,3.0
2015-06,Office Supplies,West,Home Office,37.403999999999996,0.6646000000000001,4,0.39999999999999997,5.5
2015-06,Technology,Central,Consumer,1316.136,205.8054,4,0.1,4.0
2015-06,Technology,Central,Corporate,41.9,8.799,1,0.0,3.0
2015-06,Technology,Central,Home Office,269.98,72.8946,1,0.0,4.0
2015-06,Technology,East,Consumer,133.98,33.495,1,0.0,3.0
2015-06,Technology,East,Home Office,387.964,106.95100000000001,2,0.1,5.0
2015-06,Technology,South,Consumer,769.902,183.6874,6,0.13333333333333333,5.0
2015-06,Technology,South,Corporate,1224.554,364.1875,3,0.06666666666666667,4.333333333333333
2015-06,Technology,West,Consumer,1939.3980000000001,507.212,7,0.14285714285714285,3.857142857142857
2015-06,Technology,West,Corporate,351.552,69.7986,2,0.2,4.5
2015-07,Furniture,Central,Consumer,2480.279,-284.9259,6,0.3499999999999999,5.333333333333333
2015-07,Furniture,Central,Home Office,155.88,38.97,1,0.0,2.0
2015-07,Furniture,East,Consumer,3867.794,19.654399999999974,7,0.17142857142857143,2.142857142857143
2015-07,Furniture,East,Corporate,820.968,60.571,5,0.13999999999999999,2.6
2015-07,Furniture,East,Home Office,581.76,154.416,3,0.0,4.333333333333333
2015-07,Furniture,South,Consumer,70.98,4.9686,1,0.0,6.0
2015-07,Furniture,South,Corporate,760.1959999999999,92.6742,5,0.16,4.0
2015-07,Furniture,South,Home Office,20.94,6.0726,1,0.0,4.0
2015-07,Furniture,West,Consumer,2600.415,-290.41499999999996,8,0.24375,3.0
2015-07,Furniture,West,Corporate,2315.208,-127.0797,3,0.20000000000000004,1.6666666666666667
2015-07,Office Supplies,Central,Consumer,988.0260000000001,128.2375,13,0.26153846153846155,4.153846153846154
2015-07,Office Supplies,Central,Corporate,183.71,-94.16040000000001,5,0.27999999999999997,5.6
2015-07,Office Supplies,Central,Home Office,60.568,-57.578799999999994,2,0.4,3.5
2015-07,Office Supplies,East,Consumer,611.384,224.2193,17,0.15294117647058825,3.235294117647059
2015-07,Office Supplies,East,Corporate,1056.71,368.9364,8,0.025,3.375
2015-07,Office Supplies,East,Home Office,277.806,84.5894,6,0.11666666666666665,3.5
2015-07,Office Supplies,South,Consumer,327.594,155.0256,4,0.15000000000000002,6.25
2015-07,Office Supplies,South,Corporate,168.638,67.35369999999999,6,0.3,3.5
2015-07,Office Supplies,South,Home Office,225.15,103.56899999999999,2,0.0,4.0
2015-07,Office Supplies,West,Consumer,666.0250000000001,88.90069999999999,11,0.21818181818181817,2.8181818181818183
2015-07,Office Supplies,West,Corporate,131.48000000000002,37.2649,3,0.13333333333333333,5.0
2015-07,Office Supplies,West,Home Office,22.848,7.4256,1,0.2,4.0
2015-07,Technology,Central,Consumer,3737.1040000000003,574.721,7,0.14285714285714285,5.428571428571429
2015-07,Technology,East,Consumer,3215.3920000000003,1050.8106,5,0.12000000000000002,3.4
2015-07,Technology,East,Corporate,1440.85,387.787,3,0.0,2.6666666666666665
2015-07,Technology,South,Consumer,29.97,0.2997,1,0.0,6.0
2015-07,Technology,South,Corporate,313.94,113.82000000000001,2,0.1,4.0
2015-07,Technology,South,Home Office,279.86,64.3678,1,0.0,4.0
2015-07,Technology,West,Consumer,1353.8500000000001,308.1531,3,0.06666666666666667,3.3333333333333335
2015-08,Furniture,Central,Consumer,1159.709,-104.58489999999999,4,0.375,1.25
2015-08,Furniture,Central,Corporate,1109.8902,-4.778700000000001,4,0.305,5.25
2015-08,Furniture,Central,Home Office,687.4,48.118,1,0.0,4.0
2015-08,Furniture,East,Consumer,752.386,-332.1975,5,0.18,3.4
2015-08,Furniture,East,Corporate,1173.1779999999999,-118.0662,5,0.22000000000000003,4.6
2015-08,Furniture,East,Home Office,110.98,15.5372,1,0.0,3.0
2015-08,Furniture,South,Consumer,46.152,12.1149,1,0.2,5.0
2015-08,Furniture,West,Consumer,869.9,-108.58029999999998,6,0.14166666666666666,3.6666666666666665
2015-08,Furniture,West,Corporate,2139.229,235.4486,2,0.15,3.5
2015-08,Furniture,West,Home Office,1589.768,-130.482,3,0.20000000000000004,4.333333333333333
2015-08,Office Supplies,Central,Consumer,1894.392,21.734900000000014,11,0.30909090909090914,1.9090909090909092
2015-08,Office Supplies,Central,Corporate,207.74,25.523699999999998,9,0.2888888888888889,5.111111111111111
2015-08,Office Supplies,Central,Home Office,95.9,40.9958,4,0.05,5.75
2015-08,Office Supplies,East,Consumer,3032.078,870.3242,12,0.10000000000000002,2.8333333333333335
2015-08,Office Supplies,East,Corporate,834.326,244.612,10,0.26999999999999996,4.1
2015-08,Office Supplies,East,Home Office,852.596,-219.1408,7,0.18571428571428572,3.857142857142857
2015-08,Office Supplies,South,Consumer,896.1600000000001,319.2196,7,0.0,4.857142857142857
2015-08,Office Supplies,South,Corporate,147.628,39.7808,5,0.08,3.8
2015-08,Office Supplies,West,Consumer,2953.788,657.4630999999999,19,0.11578947368421054,4.7894736842105265
2015-08,Office Supplies,West,Corporate,595.424,125.2698,5,0.08,4.4
2015-08,Office Supplies,West,Home Office,225.076,82.97,7,0.05714285714285715,3.7142857142857144
2015-08,Technology,Central,Corporate,3899.92,957.4844999999999,2,0.2,4.0
2015-08,Technology,Central,Home Office,246.5,47.0866,2,0.0,4.0
2015-08,Technology,East,Consumer,1642.702,431.2359000000001,5,0.08,3.0
2015-08,Technology,East,Corporate,576.9680000000001,-106.3774,3,0.20000000000000004,4.0
2015-08,Technology,East,Home Office,488.558,126.15950000000001,4,0.05,3.5
2015-08,Technology,South,Consumer,3999.84,1653.565,4,0.0,4.25
2015-08,Technology,South,Corporate,494.97,148.491,1,0.0,2.0
2015-08,Technology,West,Consumer,3342.728,238.4929,7,0.2,5.857142857142857
2015-08,Technology,West,Corporate,276.486,96.6912,2,0.1,2.0
2015-08,Technology,West,Home Office,555.96,41.697,1,0.2,4.0
2015-09,Furniture,Central,Consumer,1758.076,367.27639999999997,4,0.3,3.75
2015-09,Furniture,Central,Corporate,407.23,19.580199999999998,5,0.3,4.4
2015-09,Furniture,Central,Home Office,1408.1,394.268,1,0.0,4.0
2015-09,Furniture,East,Consumer,9770.014,-1514.4465,7,0.24285714285714288,3.7142857142857144
2015-09,Furniture,East,Corporate,1100.2,14.679599999999994,4,0.15000000000000002,4.25
2015-09,Furniture,East,Home Office,1438.2440000000001,159.2604,7,0.07142857142857142,5.285714285714286
2015-09,Furniture,South,Consumer,4282.2699999999995,1120.0872,6,0.0,4.833333333333333
2015-09,Furniture,South,Corporate,93.04,8.5712,3,0.13333333333333333,2.0
2015-09,Furniture,South,Home Office,177.89999999999998,27.605399999999996,3,0.0,5.333333333333333
2015-09,Furniture,West,Consumer,2866.511,386.5828,5,0.06,3.6
2015-09,Furniture,West,Corporate,1987.674,285.332,11,0.09090909090909091,3.4545454545454546
2015-09,Furniture,West,Home Office,983.7639999999999,81.3218,4,0.1,4.25
2015-09,Office Supplies,Central,Consumer,394.156,15.605799999999997,9,0.3111111111111111,3.2222222222222223
2015-09,Office Supplies,Central,Corporate,111.738,31.838100000000004,5,0.16,4.2
2015-09,Office Supplies,Central,Home Office,131.0,-28.18,5,0.36,5.2
2015-09,Office Supplies,East,Consumer,3331.352,442.6879,42,0.1619047619047619,3.9523809523809526
2015-09,Office Supplies,East,Corporate,2644.485,433.6931,23,0.16521739130434782,4.782608695652174
2015-09,Office Supplies,East,Home Office,1608.3899999999999,534.359,7,0.0,6.428571428571429
2015-09,Office Supplies,South,Consumer,3700.444,-590.0841,16,0.09999999999999999,4.625
2015-09,Office Supplies,South,Corporate,458.353,100.4028,10,0.32999999999999996,4.5
2015-09,Office Supplies,South,Home Office,799.352,-52.7926,7,0.31428571428571433,3.7142857142857144
2015-09,Office Supplies,West,Consumer,2551.08,376.4548,26,0.11153846153846156,4.3076923076923075
2015-09,Office Supplies,West,Corporate,3131.7929999999997,579.5592,24,0.14583333333333334,4.25
2015-09,Office Supplies,West,Home Office,443.62399999999997,194.3397,11,0.03636363636363637,3.8181818181818183
2015-09,Technology,Central,Consumer,1314.3600000000001,392.1068,2,0.1,3.5
2015-09,Technology,Central,Corporate,1231.92,157.14180000000002,3,0.20000000000000004,3.0
2015-09,Technology,Central,Home Office,821.94,213.7044,1,0.0,3.0
2015-09,Technology,East,Consumer,4229.278,1182.7172,11,0.09090909090909091,4.7272727272727275
2015-09,Technology,East,Corporate,4000.254,871.0587,8,0.05,4.5
2015-09,Technology,East,Home Office,1318.77,387.77160000000003,4,0.0,3.75
2015-09,Technology,South,Consumer,3382.648,893.4187,6,0.03333333333333333,4.833333333333333
2015-09,Technology,South,Corporate,783.48,175.614,2,0.1,6.0
2015-09,Technology,West,Consumer,1280.084,407.1466,5,0.16,4.2
2015-09,Technology,West,Corporate,654.394,140.48069999999998,6,0.06666666666666667,5.0
2015-10,Furniture,Central,Consumer,2991.9159999999997,-404.4699,4,0.225,1.0
2015-10,Furniture,Central,Corporate,420.14099999999996,-140.4327,2,0.44999999999999996,5.5
2015-10,Furniture,East,Consumer,245.16,-29.593600000000002,2,0.45,4.0
2015-10,Furniture,East,Corporate,291.1,75.686,1,0.0,5.0
2015-10,Furniture,East,Home Office,1590.432,165.8628,3,0.20000000000000004,3.0
2015-10,Furniture,South,Consumer,1302.7275,-283.2163,4,0.1125,5.75
2015-10,Furniture,South,Corporate,392.94,43.2234,1,0.0,5.0
2015-10,Furniture,West,Consumer,3361.955,114.91440000000001,14,0.18571428571428572,3.4285714285714284
2015-10,Furniture,West,Corporate,975.98,-73.6712,4,0.15000000000000002,2.25
2015-10,Furniture,West,Home Office,454.272,-73.8192,1,0.2,3.0
2015-10,Office Supplies,Central,Consumer,412.26200000000006,70.8386,11,0.3909090909090909,4.2727272727272725
2015-10,Office Supplies,Central,Corporate,151.563,59.14919999999999,5,0.1,4.6
2015-10,Office Supplies,Central,Home Office,155.3,-177.0742,5,0.52,5.4
2015-10,Office Supplies,East,Consumer,224.54999999999998,66.7304,8,0.0875,2.5
2015-10,Office Supplies,East,Corporate,265.428,104.92779999999999,5,0.04,5.0
2015-10,Office Supplies,East,Home Office,114.926,49.0348,4,0.05,3.0
2015-10,Office Supplies,South,Consumer,2156.152,-258.2868,11,0.21818181818181817,4.2727272727272725
2015-10,Office Supplies,South,Home Office,82.42,17.0412,3,0.2333333333333333,4.0
2015-10,Office Supplies,West,Consumer,961.592,259.4893,17,0.047058823529411764,2.0
2015-10,Office Supplies,West,Corporate,2238.177,363.99600000000004,18,0.1388888888888889,4.611111111111111
2015-10,Office Supplies,West,Home Office,1911.04,535.0912000000001,2,0.0,5.0
2015-10,Technology,Central,Consumer,1402.6879999999999,329.1864,6,0.13333333333333333,3.6666666666666665
2015-10,Technology,Central,Corporate,799.0600000000001,165.0324,3,0.0,3.6666666666666665
2015-10,Technology,Central,Home Office,667.5559999999999,146.429,3,0.13333333333333333,3.6666666666666665
2015-10,Technology,East,Consumer,1076.9340000000002,356.4361,6,0.13333333333333333,3.0
2015-10,Technology,East,Corporate,2109.76,557.5376,4,0.0,3.75
2015-10,Technology,East,Home Office,383.74,113.68679999999999,2,0.0,2.5
2015-10,Technology,South,Consumer,151.488,11.1895,3,0.13333333333333333,1.3333333333333333
2015-10,Technology,West,Consumer,2841.444,324.4346,7,0.14285714285714285,2.7142857142857144
2015-10,Technology,West,Corporate,1002.22,230.81240000000003,6,0.25,3.5
2015-10,Technology,West,Home Office,270.0,97.2,1,0.0,5.0
2015-11,Furniture,Central,Consumer,3196.6952,306.7562,6,0.35333333333333333,4.166666666666667
2015-11,Furniture,Central,Corporate,1701.6388000000002,109.29769999999999,5,0.304,4.8
2015-11,Furniture,Central,Home Office,1289.422,203.92419999999998,5,0.06,3.0
2015-11,Furniture,East,Consumer,4781.95,47.890900000000045,13,0.12307692307692308,4.153846153846154
2015-11,Furniture,East,Corporate,6697.512,1379.9298,6,0.06666666666666667,2.6666666666666665
2015-11,Furniture,East,Home Office,3621.712,497.08040000000005,5,0.13999999999999999,2.4
2015-11,Furniture,South,Consumer,1508.2295,-77.0187,6,0.17500000000000002,5.0
2015-11,Furniture,South,Corporate,1591.328,163.18769999999998,6,0.20000000000000004,5.333333333333333
2015-11,Furniture,South,Home Office,39.96,14.3856,1,0.0,4.0
2015-11,Furniture,West,Consumer,5294.565,106.99220000000003,18,0.13333333333333333,4.277777777777778
2015-11,Furniture,West,Corporate,887.14,172.0966,2,0.1,3.0
2015-11,Furniture,West,Home Office,270.68,67.5014,4,0.0,3.75
2015-11,Office Supplies,Central,Consumer,1709.156,200.0535,19,0.2,4.315789473684211
2015-11,Office Supplies,Central,Corporate,3723.036,736.7556,26,0.2923076923076923,4.384615384615385
2015-11,Office Supplies,Central,Home Office,1851.7060000000001,312.66499999999996,8,0.30000000000000004,3.125
2015-11,Office Supplies,East,Consumer,4238.695,796.6847,30,0.13,4.0
2015-11,Office Supplies,East,Corporate,905.058,122.11030000000001,17,0.07647058823529412,3.7058823529411766
2015-11,Office Supplies,East,Home Office,876.338,293.8663,8,0.025,3.125
2015-11,Office Supplies,South,Consumer,1507.526,99.5898,16,0.30625,4.75
2015-11,Office Supplies,South,Corporate,2319.784,-727.5074000000001,10,0.41,5.6
2015-11,Office Supplies,South,Home Office,95.6,43.61919999999999,3,0.0,2.6666666666666665
2015-11,Office Supplies,West,Consumer,3081.987,683.2653,32,0.15625,3.8125
2015-11,Office Supplies,West,Corporate,556.3679999999999,117.49380000000001,8,0.1,2.5
